CustomerID,CustomerName,CustomerShortName,DateOfBirth,PAN,AadhaarReferenceNumber,DrivingLicense,VoterID,PassportNumber,Nationality,Gender,Salutation,MaritalStatus,CityOfBirth,CountryOfBirth,PreferredLanguage,CustomerSegment,CustomerBand,CreditRating,RiskCategory,FraudIdentificationIndicator,CustomerIdentificationNumber,CustomerEngagementScore,NextBestAction,EthnicCode,MotherName,FatherName,SpouseName,PrioritySectorLendingFlag,CountryOfInitialRisk,CountryOfTaxResidency,UPIHandle,LatestOVDVerificationFlag,LatestAddressVerificationDate,CustomerImage,ApplicantMaidenFullName,SourceOfFunds,HNW/PBGFlag,CustomerLifecycleStage,TotalAssets,NetWorth,IncomeBracket,SpendingPattern,EngagementChannelPreference,CustomerReferralsCount,CustomerClassification,PreferredModeOfCommunication,TotalDebt,AssetToDebtRatio,CustomerEngagementChannel,LoyaltyTier,CustomerFeedbackScore,RetentionRiskFlag,HouseholdIncomeBracket,CustomerTrustScore,CustomerSupportInteractionCount,CustomerBehaviorSegment,DigitalOnboardingCompletionDate,CustomerFeedbackComments
e81044eb-a6ee-44bb-945c-8287f12966b4,Anthony Martinez,Luke,24-11-1986,ABCDE4763F,1.91E+11,D5801950,V216726,P18793596,Malaysia,Other,Prof.,Divorced,Morenomouth,China,Hindi,Corporate,Gold,448,Medium,FALSE,7693514014,0.17,Cross-sell,6684,Elizabeth Barton,Larry Holmes,Kyle Rodriguez,FALSE,Russian Federation,Solomon Islands,matthew@bank,FALSE,26-05-2024,image_10.jpg,Mrs. Jennifer Kelley,Inheritance,FALSE,At Risk,656362.34,161811.15,Middle,Moderate,Phone,50,Regular,Email,5966.53,2.04,Offline,Bronze,3.93,TRUE,High,0.79,58,Saver,15-08-2022,Wish set worker serve power.
de0acfd5-74bb-4569-8f94-5ffd58f5c033,Matthew Johnson,Matthew,07-10-1946,ABCDE2146F,6.44E+11,D8536512,V709694,P74147358,Turkmenistan,Male,Mr.,Divorced,Andersonmouth,Australia,Hindi,Corporate,Platinum,545,Low,TRUE,3452078860,0.27,Retain,1064,Mrs. Kara Thomas,Jesus Williams,Jennifer Harvey,TRUE,Sri Lanka,North Macedonia,christina@bank,TRUE,10-08-2023,image_11.jpg,Lauren Watkins,Inheritance,FALSE,At Risk,651379.66,164325.76,Low,Extravagant,In-person,0,Low-priority,SMS,22670.13,8.06,Online,Gold,1.05,TRUE,Low,0.96,87,Spender,06-02-2024,Weight professional end sense however newspaper list vote.
b9fc3638-f6e8-43ba-a204-52b8285acb69,Alyssa Bowman,Christina,07-01-1961,ABCDE2052F,6.07E+11,D1228070,V263309,P42734950,Lao People's Democratic Republic,Other,Ms.,Divorced,Port Robert,New Zealand,Spanish,Retail,Silver,756,Low,TRUE,3555561414,0.23,Cross-sell,3086,Stacie Cross,Jim Martin,Roger Hodges,FALSE,Bulgaria,French Southern Territories,robert@bank,TRUE,14-07-2020,image_12.jpg,Laura Miller,Salary,TRUE,Churned,30916.29,358331.35,Middle,Extravagant,Online,21,Low-priority,Phone Call,47202.41,8.61,Mixed,Platinum,7.61,FALSE,High,0.58,28,Investor,01-12-2024,Trial provide herself play where degree arm.
bff4f8f3-d7cc-48b0-9aef-b38650e33242,Michelle Johnson,David,25-03-1948,ABCDE5501F,3.92E+11,D5171330,V753372,P18362708,Cyprus,Female,Dr.,Single,Annstad,Guam,Hindi,SME,Platinum,758,Low,FALSE,8947719463,0.04,Cross-sell,6220,Megan Arellano,Matthew King,Brandon Boyd,FALSE,Ukraine,Mayotte,charles@bank,FALSE,28-05-2020,image_13.jpg,Molly Williams,Salary,FALSE,Churned,662883.75,243929.4,Middle,Moderate,Phone,47,Priority,SMS,15188.83,6.25,Mixed,Gold,5.21,TRUE,Low,0.69,81,Investor,01-10-2023,Claim end husband low mind under hot.
7d8b99ea-9ca3-4556-8ec8-ab52a12fd93b,Martin Vega,Candice,05-11-1974,ABCDE3111F,2.96E+11,D1690918,V152292,P10379755,Guyana,Male,Prof.,Single,New Meghanborough,Bermuda,English,SME,Gold,618,Low,TRUE,4833087598,0.75,Retain,2915,Madeline Ward,Christopher Watkins DVM,Heather Bailey,FALSE,Uzbekistan,Korea,christopher@bank,TRUE,30-01-2023,image_14.jpg,Hannah Romero,Business Income,TRUE,Churned,954734.64,403379.79,Middle,Moderate,Email,16,Low-priority,Email,29164.55,7.68,Mixed,Gold,0.16,FALSE,Low,0.14,7,Saver,03-03-2020,Act reach charge.
9910b28d-7bfd-4a2f-99dd-de9918727de0,Joshua Fisher,Elizabeth,15-10-2000,ABCDE4251F,9.92E+11,D9018914,V246526,P73951464,Suriname,Other,Prof.,Married,Zacharyfurt,Bouvet Island (Bouvetoya),Hindi,SME,Platinum,435,Medium,FALSE,7969633456,0.08,Cross-sell,9481,Jasmine Giles,Vernon Stephens,Annette Zavala,FALSE,Tokelau,France,jeffrey@bank,FALSE,19-02-2024,image_15.jpg,Cathy Greer,Salary,TRUE,At Risk,884531.72,59709.84,Middle,Extravagant,Phone,24,Regular,Email,27903.06,9.39,Offline,Bronze,5.46,TRUE,Middle,0.45,90,Investor,29-10-2020,The science cover store view find.
40b65160-3be3-4930-a4e5-f3bb14c71031,George Paul,Veronica,27-05-1994,ABCDE5103F,1.10E+11,D6158448,V752798,P28836011,Cook Islands,Female,Ms.,Single,Scottberg,Saint Vincent and the Grenadines,French,Corporate,Silver,368,High,FALSE,9474618587,0.12,Upsell,3736,Mary Bishop,Joseph Allen,Tyler Bennett,FALSE,Argentina,Croatia,emily@bank,TRUE,26-11-2021,image_16.jpg,Kelli Whitehead,Business Income,FALSE,At Risk,744580.71,79613.24,Middle,Extravagant,Phone,30,Low-priority,SMS,33110.97,8.72,Offline,Gold,8.32,TRUE,Middle,0.24,45,Investor,15-11-2020,Fine seat season check PM rock should.
7e5d65df-6878-439f-9ce9-15328c46c21f,Katherine Shaw,Maria,21-01-1954,ABCDE3043F,1.18E+11,D8562694,V373713,P81579761,Poland,Female,Mr.,Married,Lake Andrew,Peru,Spanish,SME,Platinum,740,Medium,TRUE,9479490171,0.39,Cross-sell,5129,Victoria Freeman,Trevor Morrison,Richard Murphy,TRUE,Senegal,Japan,katie@bank,TRUE,03-03-2024,image_17.jpg,Cheryl Duarte,Savings,TRUE,Churned,746261.64,252671.03,Low,Extravagant,In-person,38,Low-priority,SMS,10670.77,3.89,Offline,Platinum,0.59,FALSE,High,0.74,77,Investor,19-09-2021,Establish network relate ago who.
499acaf7-f5c7-4ffb-a9c2-d00292760128,Anthony Hughes,Karen,10-07-2001,ABCDE4851F,1.51E+11,D9242538,V815345,P20976890,Iran,Male,Mr.,Married,North Mary,Brunei Darussalam,Spanish,Retail,Gold,766,High,TRUE,7319666181,0.35,Retain,6274,Nancy Henry,Peter Robles,Todd Flores,FALSE,Holy See (Vatican City State),Togo,stephanie@bank,TRUE,15-02-2024,image_18.jpg,Diane Gray,Salary,FALSE,Engaged,951517.27,268181.28,Low,Frugal,Online,32,Low-priority,Phone Call,30721.28,7.11,Online,Bronze,0.12,FALSE,High,0.8,30,Investor,30-04-2021,Surface skin thus guy.
f808f457-4c30-4cf3-b46d-5497dcf5c6db,Ricky Frazier,Susan,04-11-1998,ABCDE3489F,4.38E+11,D4297764,V476175,P33456171,Panama,Female,Mr.,Widowed,Dawnside,Barbados,French,SME,Gold,733,Medium,FALSE,3137935008,0.63,Cross-sell,8373,Barbara Robbins DDS,Michael Delgado,Heather Hess,TRUE,Aruba,Peru,melissa@bank,TRUE,12-11-2020,image_19.jpg,Bethany Gray,Business Income,FALSE,At Risk,450972.34,292718.64,Low,Frugal,Phone,46,Priority,Phone Call,41936.31,9.74,Offline,Bronze,2.4,TRUE,Middle,0.55,84,Investor,12-08-2020,Total statement central foreign feel fly fast.
11ceeffe-b3ad-4e57-aca6-13e356864250,Teresa Rogers,Pamela,25-03-1957,ABCDE3900F,7.76E+11,D1190047,V471514,P70746256,Lesotho,Male,Mr.,Divorced,Brownchester,Korea,Hindi,Retail,Gold,460,Low,TRUE,8059523614,0.39,Cross-sell,6325,Bethany Huerta,Philip Gibson,Timothy Tran,TRUE,Singapore,Niue,michael@bank,TRUE,11-07-2021,image_20.jpg,Erin Fisher,Salary,FALSE,New,480991.88,87229.51,High,Moderate,Phone,14,Regular,Phone Call,2198.73,7.29,Mixed,Platinum,0.2,FALSE,Middle,0.8,13,Investor,06-08-2024,Cut during base necessary guy there investment.
0e2c50f1-d2ac-4fe6-b80b-c9be7c977a7e,Raymond White,Thomas,12-12-1966,ABCDE4584F,1.99E+11,D1544146,V224584,P87199972,French Southern Territories,Female,Mr.,Single,Codyside,Isle of Man,Spanish,SME,Platinum,486,High,TRUE,7470989054,0.55,Retain,3754,Nicole Mendoza,Christopher Sanders,Peter Horn Jr.,FALSE,China,Serbia,justin@bank,TRUE,02-02-2023,image_21.jpg,Gail Wood,Savings,TRUE,Churned,239313.67,128533.07,High,Frugal,Online,38,Regular,SMS,46045.85,1.5,Offline,Platinum,9.83,FALSE,Middle,0.18,14,Saver,24-11-2020,Piece brother truth suggest something party.
16561efd-3d01-4863-90c2-ffc976172860,John Adams,Calvin,14-04-1969,ABCDE7119F,8.46E+11,D2155815,V903538,P69875789,Haiti,Other,Ms.,Married,Nicoleberg,Vietnam,French,Corporate,Platinum,574,High,FALSE,9057644795,0.95,Retain,6228,Melissa Hansen,Brian Spears,Richard Hart,TRUE,Venezuela,India,william@bank,TRUE,18-06-2023,image_22.jpg,Elizabeth Wall,Savings,TRUE,Engaged,615167.46,486121.97,Middle,Moderate,In-person,38,Priority,SMS,23268.01,7.08,Mixed,Bronze,5.01,FALSE,Low,0.99,43,Investor,17-03-2020,Everybody focus seat food.
c23fe344-e9fa-4d89-ac1e-85fa110d16be,Wesley Brown,Jacqueline,01-09-1944,ABCDE5708F,3.27E+11,D6866766,V407371,P58848411,Vanuatu,Female,Mrs.,Widowed,South Kristinside,Madagascar,English,Retail,Gold,772,High,TRUE,3504129790,0.47,Cross-sell,5037,Pamela Davis,Mark Hall,Raymond Bauer,TRUE,Guernsey,Algeria,nicholas@bank,TRUE,28-02-2023,image_23.jpg,Susan Harrington,Inheritance,TRUE,At Risk,811785.8,84017.77,Low,Frugal,Online,16,Low-priority,Phone Call,23873.44,3.27,Online,Silver,1.49,FALSE,Low,0.4,76,Spender,06-01-2024,Set today either.
3932ac5c-f966-4988-b0b7-e4a47849de33,Matthew Edwards,Doris,06-12-1999,ABCDE3494F,7.87E+11,D9911528,V140239,P33883653,Lao People's Democratic Republic,Other,Dr.,Single,East Traceyborough,Christmas Island,French,Retail,Gold,698,High,TRUE,9702297923,0.06,Upsell,5356,Anita Anderson,Erik Sanchez,Kayla Gardner,TRUE,Chad,Austria,nicholas@bank,TRUE,21-11-2024,image_24.jpg,Lisa Davis,Inheritance,FALSE,New,728192.82,52462.49,Low,Frugal,Email,6,Low-priority,SMS,46980.24,3.93,Online,Gold,5.14,TRUE,High,0.15,64,Investor,25-06-2020,Today thing care the rest executive practice training.
5a06987d-ff01-470a-b960-77f03024f65c,Susan Rodriguez,Brenda,07-05-1975,ABCDE8548F,7.31E+11,D7526948,V959531,P12605440,Slovakia (Slovak Republic),Other,Ms.,Widowed,East Ronaldfurt,New Caledonia,Spanish,SME,Gold,692,High,TRUE,7709335267,0.42,Upsell,7286,Tammy Cook,Eric Adkins,Mary Martin,TRUE,Lesotho,Sao Tome and Principe,jacob@bank,TRUE,16-12-2022,image_25.jpg,Cindy Gonzalez,Salary,FALSE,Engaged,855864.09,54832.77,High,Extravagant,In-person,46,Low-priority,Phone Call,26866.28,8.9,Mixed,Bronze,6.4,FALSE,Middle,0.78,56,Saver,06-10-2021,Moment shoulder law available heavy great.
1c885b34-d0f8-4da0-bf45-457db4f64732,Angela Caldwell,Jennifer,09-01-1959,ABCDE4653F,6.20E+11,D9580591,V410325,P79580653,Ireland,Female,Ms.,Married,Nicolaschester,Macao,Spanish,SME,Silver,710,Low,FALSE,3588766303,0.83,Cross-sell,1265,Jennifer Vincent,Andrew Rivers,Dr. Donna Doyle DDS,FALSE,Cote d'Ivoire,French Southern Territories,shaun@bank,TRUE,25-06-2023,image_26.jpg,Karen Russell,Savings,TRUE,At Risk,268438.37,207470.56,High,Frugal,In-person,36,Regular,Phone Call,3733.84,2.8,Offline,Bronze,3.32,FALSE,High,0.51,14,Spender,14-01-2024,Collection simple step seven west guy industry.
ee04ff57-a5cd-4a8f-83f1-0a3249082f68,Joseph Lester,Calvin,11-09-1995,ABCDE2208F,9.46E+11,D8401751,V524592,P17591829,Denmark,Other,Mrs.,Divorced,West Linda,Mauritius,French,Retail,Silver,564,High,TRUE,7637115166,0.22,Upsell,2966,Brandi Davis,Keith Fry,Donna Ramsey,FALSE,Portugal,Bermuda,suzanne@bank,FALSE,20-01-2022,image_27.jpg,Krista Evans,Inheritance,FALSE,At Risk,430395.02,54013.64,High,Frugal,Online,29,Low-priority,Phone Call,14549.07,2.03,Offline,Platinum,9.58,FALSE,Low,0.35,58,Spender,27-08-2022,Point everything situation one.
6be6c4e1-4fcd-40bd-8d6a-014828cf6259,Kimberly Gallegos,Caleb,27-08-1957,ABCDE5919F,6.88E+11,D4598734,V701553,P62864587,Ghana,Female,Mr.,Single,Smithborough,Burkina Faso,English,Corporate,Gold,766,Low,TRUE,4277178194,0.42,Retain,5521,Andrea Reilly,Christopher Moore,Debra Lowe,FALSE,Uganda,Saint Helena,william@bank,TRUE,26-03-2020,image_28.jpg,Connie Edwards,Business Income,TRUE,Engaged,58578.08,429873.52,High,Extravagant,Online,45,Regular,SMS,15217.26,9.63,Mixed,Platinum,5.87,FALSE,Middle,0.08,4,Investor,15-09-2024,Seven relate unit hope lot.
97422545-1395-48f5-bd5e-c7159273ef57,Brian Silva,Justin,11-04-1982,ABCDE9927F,4.67E+11,D7987644,V473862,P32687248,Fiji,Female,Mrs.,Single,Lake Alexchester,Ireland,Hindi,SME,Gold,827,Medium,FALSE,5674636539,0.08,Cross-sell,9324,Gabriela Lopez,Darrell Moran,William Cain,FALSE,Bouvet Island (Bouvetoya),Madagascar,douglas@bank,TRUE,13-02-2022,image_29.jpg,Amy Rodriguez,Salary,FALSE,At Risk,628018.57,376860.37,Middle,Extravagant,In-person,23,Priority,SMS,33153.28,4.23,Mixed,Gold,4.62,FALSE,Middle,0.66,34,Investor,08-11-2020,Raise night foreign become feel main wall.
ccf9faf4-731d-4c83-9552-606be7446837,Dr. Erica Johnson MD,Kelly,03-07-1973,ABCDE6112F,6.89E+11,D4446427,V870571,P67221648,Eritrea,Female,Mrs.,Divorced,Stanleyfort,Papua New Guinea,Hindi,Corporate,Gold,754,Low,FALSE,7708900799,0.75,Retain,4494,Monica Smith,Bradley Richards,Susan Barnes,TRUE,Cameroon,Qatar,jeffrey@bank,TRUE,29-06-2020,image_30.jpg,Lindsey Meyers,Savings,FALSE,Engaged,171320.69,114176.47,Middle,Extravagant,Email,45,Low-priority,Phone Call,1468.88,1.12,Mixed,Gold,9.27,FALSE,High,0.73,66,Investor,08-05-2021,Agency language we small.
70a31b34-80af-4b82-bbf9-fc813b096ad9,Jerome Chandler,Dale,30-12-1945,ABCDE8139F,2.29E+11,D3685256,V409559,P59993984,Sierra Leone,Other,Ms.,Single,Reynoldsshire,Peru,Hindi,SME,Platinum,775,Medium,FALSE,3180577543,0.52,Cross-sell,8955,Tina Baker,Johnny Kerr,Sally Morton,TRUE,Liechtenstein,Poland,natasha@bank,FALSE,02-06-2024,image_31.jpg,Madison Wells,Savings,FALSE,At Risk,766211.46,60912.87,Middle,Frugal,Phone,41,Regular,Email,10712.48,2.98,Offline,Bronze,1.33,TRUE,Low,0.3,16,Saver,12-05-2020,Likely in few give much.
f0896870-898d-4852-9562-e0d80185695c,Samantha Roberts,Bailey,10-07-1944,ABCDE6380F,6.86E+11,D4456566,V308624,P93532968,Timor-Leste,Male,Dr.,Married,South Steven,Qatar,Hindi,Retail,Silver,597,High,TRUE,1226756337,0.97,Cross-sell,9966,Stacey Hunt,Robert Prince,Ian Johnson,TRUE,Oman,Guinea,cory@bank,FALSE,04-02-2020,image_32.jpg,Emily Williams,Savings,TRUE,New,814680.02,12988.69,Middle,Frugal,Phone,34,Regular,Email,6201.55,9.35,Mixed,Gold,7.87,TRUE,High,0.17,19,Investor,10-07-2022,House popular everyone without kitchen form though.
28309d5a-e913-40d6-b482-1434043bb710,Emily Melton,Javier,26-04-1979,ABCDE1406F,2.02E+11,D7131747,V828459,P18038794,Bhutan,Other,Mr.,Widowed,Gilbertfort,Tuvalu,Spanish,SME,Platinum,573,Low,FALSE,2778558660,0.4,Retain,6452,Amy Gray,Daniel Sanchez,Barbara Molina,FALSE,Bermuda,Morocco,eric@bank,FALSE,17-04-2021,image_33.jpg,Robin Taylor,Inheritance,FALSE,Churned,328468.66,183053.85,Middle,Frugal,Online,22,Priority,Email,31510.22,9,Online,Silver,3.18,TRUE,Low,0.58,100,Investor,11-12-2023,With science know oil court democratic.
f6b958bc-6ddd-4509-b1d4-2f0d863ff8a6,Timothy Berry,Christopher,06-02-2001,ABCDE3787F,8.87E+11,D6540274,V257010,P29328905,Aruba,Male,Ms.,Divorced,New Jeremy,Gibraltar,Spanish,SME,Gold,313,Low,TRUE,2249568489,0.57,Upsell,1026,Brooke Rodriguez,Curtis Shepard,Natasha Powers,TRUE,Colombia,Holy See (Vatican City State),nicholas@bank,TRUE,14-08-2023,image_34.jpg,Brandy Barrett,Inheritance,FALSE,At Risk,826547.25,34690.5,Middle,Extravagant,Phone,18,Priority,SMS,22620.09,7.56,Mixed,Platinum,4.87,FALSE,Middle,0.3,74,Investor,02-04-2020,Enjoy hard great.
86179882-6b56-4d96-90be-92cab1dcac85,Erica Crane,Ryan,07-06-1991,ABCDE3327F,9.12E+11,D2006951,V572051,P79789297,Saint Martin,Male,Prof.,Divorced,Mcneilside,Serbia,English,Corporate,Gold,564,High,TRUE,6764556043,0.15,Cross-sell,6937,Heather Williams,Shane Pearson,Kerry Walters,FALSE,Slovakia (Slovak Republic),Peru,jeremy@bank,FALSE,19-03-2024,image_35.jpg,Hailey Armstrong,Business Income,FALSE,Churned,241292.12,43772.87,Middle,Extravagant,Email,2,Low-priority,Phone Call,10656.33,5.56,Mixed,Silver,3.66,FALSE,Middle,0.43,83,Spender,19-10-2020,Support tough wear industry age.
559d28a9-336f-4ad0-aa1f-9221d348a1d7,Caitlyn Moore,Elizabeth,13-02-1945,ABCDE6529F,7.96E+11,D5800909,V262799,P85914391,British Virgin Islands,Other,Mrs.,Widowed,Juliehaven,Nigeria,French,Corporate,Silver,463,Medium,FALSE,7619405585,0.32,Upsell,6388,Kayla Ortiz,William Hill,Michelle Brooks,FALSE,Holy See (Vatican City State),Romania,nancy@bank,TRUE,02-02-2020,image_36.jpg,Lindsey Robinson,Salary,FALSE,At Risk,59512.26,286400.51,Middle,Moderate,Email,40,Regular,SMS,10014.91,2.37,Offline,Silver,7.06,TRUE,Low,0.78,82,Spender,27-04-2023,Cup stage individual you.
523a295d-8d7f-4930-be52-9d9b24939114,Robert Lozano,Danny,11-03-1985,ABCDE2682F,2.92E+11,D5023021,V859277,P34257451,Mali,Male,Mr.,Divorced,New Madisonfurt,Brazil,Hindi,Corporate,Gold,621,Medium,TRUE,5206115329,0.65,Retain,9098,Tiffany Smith,Douglas Roy,Ryan Rogers,FALSE,Angola,Germany,jason@bank,TRUE,26-07-2020,image_37.jpg,Chelsea Green,Savings,TRUE,Churned,448084.05,181883.15,High,Extravagant,In-person,39,Regular,Email,1222.12,1.23,Online,Silver,8.38,FALSE,Middle,0.78,99,Spender,17-10-2024,Than produce seem war film.
